key,value,Hindi,Gujarati Text,Marathi Text,Telugu Text,
contextualHelpTourStep2,"Send images, videos, audio, and more to the bot.","बॉट में चित्र, वीडियो, ऑडियो और बहुत कुछ भेजें।","Bot ને છબીઓ, વીડિયો, ઓડિયો અને વધુ મોકલો.","bot ला इमेज, व्हिडिओ, ऑडिओ आणि बरेच काही पाठवा.","చిత్రాలు, వీడియోలు, ఆడియో మరియు మరిన్నింటిని bot కి పంపండి.",
contextualHelpTourStep3,"Change bot functions like class, language, or go to home menu.","कक्षा, भाषा, या होम मेन्यू पर जाएँ, जैसे बॉट फंक्शन को बदलें।","વર્ગ, ભાષા જેવા bot ફંક્શન્સ બદલો અથવા હોમ મેનુમાં જાઓ.","वर्ग, भाषा किंवा होम मेनूवर जायासारखी bot फंक्शन्स बदला .","తరగతి, భాష వంటి bot ఫంక్షన్‌లను మార్చండి లేదా హోమ్ మెనుకి వెళ్లండి.",
contextualHelpTourStep4,Use the additional bot actions and support.,अतिरिक्त बॉट कार्यों और सहयोग का उपयोग करें।,વધારાની bot ક્રિયાઓ અને સપોર્ટનો ઉપયોગ કરો.,अतिरिक्त bot क्रिया आणि समर्थन वापरा.,అదనపు bot చర్యలు మరియు సపోర్ట్ ను ఉపయోగించండి.,
featureHighlightStep1,Update your profile.,अपनी प्रोफाइल अपडेट करें।,તમારી પ્રોફાઇલ અપડેટ કરો.,तुमचे प्रोफाइल अपडेट करा.,మీ ప్రొఫైల్‌ను అప్‌డేట్ చేయండి.,
featureHighlightStep2,Play your favourite games.,अपने पसंदीदा खेल खेलें।,તમારી મનપસંદ ગેમ રમો.,तुमचा आवडता खेळ खेळा.,మీకు ఇష్టమైన గేమ్ లను ఆడండి.,
featureHighlightStep3,View the items you saved for later.,आपके द्वारा बाद के लिए सहेजे गए आइटम देखें।,તમે પછી માટે સાચવેલ વસ્તુઓ જુઓ.,काही काळाने पाहण्यासाठी तुम्ही जतन केलेली सामग्री पहा.,మీరు తర్వాత కోసం సేవ్ చేసిన అంశాలను వీక్షించండి.,
featureHighlightStep4,"Change the app look, sounds, and other settings.","ऐप का रूप, साउंड और अन्य सेटिंग्स बदलें।","એપ્લિકેશન દેખાવ, અવાજ અને અન્ય સેટિંગ્સને બદલો.","अ‍ॅपचे स्वरूप, आवाज आणि इतर सेटिंग्ज बदला.","యాప్ లుక్, సౌండ్‌లు మరియు ఇతర సెట్టింగ్‌లను మార్చుకోండి.",
you,You,आप,તમે,तुम्ही,మీరు,
back,Back,वापस जाएँ,પાછળ,मागील,వెనుకకు వెళ్ళండి,
gotIt,Got it,समझ गए,સમજાઈ ગયું,समजले आहे,అర్థమయింది,
micPermission,Please give microphone permission,कृपया माइक्रोफ़ोन की अनुमति दें,કૃપા કરીને માઇક્રોફોનની પરવાનગી આપો,कृपया मायक्रोफोन वापरण्याची परवानगी द्या,దయచేసి మైక్రోఫోన్ అనుమతిని ఇవ్వండి,
selectSTTLanguage,Select Voice Typing Language,वॉयस टाइपिंग भाषा चुनें,વોઇસ ટાઈપિંગ ભાષા પસંદ કરો,व्हॉइस टायपिंग करण्यासाठी भाषा निवडा,వాయిస్ టైపింగ్ లాంగ్వేజ్ ఎంచుకోండి,
sttModalTitle,Simply speak and let me write it for you,आप बोलेंगे और हम आपके लिए लिखेंगे,તમે ફક્ત બોલશો અને હું તમારા માટે લખી,फक्त बोला आणि मी ते तुमच्यासाठी लिहून काढेन,మీరు మాట్లాడండి మరియు నేను మీ కోసం వ్రాస్తాను,
digilab,Digital Class,Digital Class,Digital Class,Digital Class,Digital Class,
contextualHelpTourStep5,Use voice typing where you can speak while we write text for you!,वॉइस टाइपिंग का उपयोग करें जहां आप बोलेंगे और हम आपके लिए लिखेंगे,તમે બોલી શકો ત્યાં વોઇસ ટાઇપિંગનો ઉપયોગ કરો અમે તમારા માટે ટેક્સ્ટ લખીશું!,तुम्ही व्हॉइस टायपिंगचा वापर करा जिथे तुम्ही बोला आणि आम्ही तुमच्यासाठी मजकूर टाइप करू!,"వాయిస్ టైపింగ్ ఉపయోగించండి, ఇక్కడ మీరు మాట్లాడితే మేము టైప్ చేస్తాము!",
rankHeader,Rank,रैंक,ક્રમ,स्तर,ర్యాంక్,
nameHeader,Name,नाम,નામ,नाव,పేరు,
moreLeaderboard,See Another Leaderboard,"अन्य लीडरबोर्ड देखें",બીજું લીડરબોર્ડ જુઓ,दुसरा गुणफलक पहा,మరొక లీడర్‌బోర్డ్‌ను చూడండి,
lastUpdatedLeaderboard,Last updated on {{ lastUpdated }},अंतिम बार अपडेट {{ lastUpdated }},{{ lastUpdated }}ના રોજે છેલ્લે અપડેટ કર્યું છે,शेवटचे अपडेट केलेले आहे {{ lastUpdated }},చివరిగా అప్ డేట్ చేయబడింది {{ lastUpdated }},
downloadLeaderboard,Download,डाउनलोड करो,ડાઉનલોડ,डाऊनलोड करा,డౌన్‌లోడ్,
leaderboards,Leaderboards,लीडरबोर्ड,લીડરબોર્ડ્સ,गुणफलक,లీడర్‌బోర్డ్‌లు,
noDataFound,No data found for this leaderboard.,इस लीडरबोर्ड के लिए कोई डेटा नहीं मिला।,આ લીડરબોર્ડ માટે કોઈ માહિતી મળી નથી.,या गुणफलकासाठी कोणतीही माहिती मिळालेली नाही.,ఈ లీడర్‌బోర్డ్ కోసం డేటా ఏదీ కనుగొనబడలేదు.,
manageUpiId,Manage UPI IDs,UPI ID मैनेज करें,UPI ID મેનેજ કરો,UPI ID व्यवस्थापित करा,UPI IDలను మేనేజ్ చేయండి,
rewardsTermsAndConditions,"By clicking on spin, I agree to Rewards [Terms & Conditions](https://web.convegenius.ai)","स्पिन पर क्लिक करके, मैं इनाम के [शर्तों और नियमों](https://web.convegenius.ai) से सहमत हूँ","અપલોડ પર ક્લિક કરીને, હું સ્પર્ધા ક્ષેત્રના\n[નિયમો અને શરતો](https://web.convegenius.ai) સાથે સહમત છું","स्पिन बटणावर क्लिक करून, मी बक्षीसासंबंधीच्या [अटी आणि नियमांसाठी](https://web.convegenius.ai) सहमती दर्शवित आहे","స్పిన్‌పై క్లిక్ చేయడం ద్వారా, నేను రివార్డ్‌ల [నిబంధనలు & షరతులను](https://web.convegenius.ai) అంగీకరిస్తున్నాను",
congrats,Congrats!\n You won ₹100,बधाई हो!\n आपने ₹100 जीते,અભિનંદન!\n તમે ₹100 જીત્યા છો,अभिनंदन!\n तुम्ही ₹100 जिंकलेले आहेत,అభినందనలు!\n మీరు ₹100 గెలుచుకున్నారు,
timeLeft,{{time}} left,{{time}} बाकी,{{time}} બાકી,{{time}} उरलेले आहेत,{{time}} మిగిలి ఉంది,
spinTheWheelTitle,Ready to try your luck?,अपनी किस्मत आजमाने के लिए तैयार हैं?,તારું નસીબ અજમાવવા તૈયાર છો?,तुमचे नशीब आजमावण्यास तयार आहात?,మీ అదృష్టాన్ని పరీక్షించుకోవడానికి సిద్ధంగా ఉన్నారా?,
spinButtonText,Spin,स्पिन,સ્પિન કરો,स्पिन करा,స్పిన్,
couponHint,Use code at checkout,चेकआउट पर कोड का प्रयोग करें,ચેકઆઉટ વખતે કોડનો ઉપયોગ કરો,चेकआउट करताना कोडचा वापर करा,చెక్అవుట్ వద్ద కోడ్ ఉపయోగించండి,
couponTNCTitle,Terms & Conditions,नियम एवं शर्तें,નિયમો અને શરતો,नियम आणि अटी,నిబంధనలు & షరతులు,
spinTheWheelRewardDesc,Reward won from Spin the Wheel,स्पिन द व्हील से इनाम जीता गया,સ્પિન ધ વ્હીલમાંથી મેળવેલ રિવોર્ડ,स्पिन द व्हील मधून मिळालेले बक्षीस,స్పిన్ ది వీల్ నుండి రివార్డ్ గెలుచుకున్నారు,
redeemNow,Redeem Now,अभी रिडीम करें,હમણાં જ રિડીમ કરો,आता रिडीम करा,ఇప్పుడే రీడీమ్ చేయండి,
cashRewardInfo,"If you win the cash reward, it will be credited to **{{vpa}}**","अगर आप नकद इनाम जीतते हैं, तो इसे निम्न UPI ID में क्रेडिट किया जाएगा **{{vpa}}**",**{{vpa}}** માં કેશ રિવોર્ડ્સ મોકલવામાં આવશે,या खात्यावर रोख बक्षिसे पाठवली जातील **{{vpa}}**,ఈ ఖాతాకు నగదు బహుమతులు పంపబడతాయి **{{vpa}}**,
blntSubmit,Continue,आगे बढ़ें,ચાલુ રાખો,सुरु ठेवा,కొనసాగించు,
saveUpiToRecieveRewards,Save this UPI ID and use for all future cash rewards,इस UPI ID को सेव करें और भविष्य के सभी नकद पुरस्कारों के लिए उपयोग करें,આ UPI ID સેવ કરો અને ભવિષ્યના તમામ કેશ રિવોર્ડ માટે ઉપયોગ કરો,हा UPI आयडी सेव्ह करा आणि भविष्यातील सर्व रोख बक्षिसांसाठी वापरा,ఈ UPI IDని సేవ్ చేసి భవిష్యత్తులో అన్ని నగదు బహుమతుల కోసం ఉపయోగించండి,
rewardsTitle,Rewards,इनाम,રિવોર્ડ્સ,बक्षिसे,రివార్డులు,
versionNotSupported,This version is not supported.,यह version उपलब्ध नहीं है।,આ વર્ઝન સ્પોર્ટ કરતું નથી.,हे version उपलब्ध नाही.,ఈ version సపోర్ట్ చేయడం లేదు.,
exit,Exit,बाहर निकलें,બહાર નીકળો,बाहेर पडा,నిష్క్రమించండి,
cashReward,Cash Rewards,नकद इनाम,કેશ રિવોર્ડ,रोख बक्षिसे,నగదు బహుమతులు,
coupons,Coupons,कूपन,કુપન્સ,कूपन,కూపన్లు,
unclaimedReward,You have {{number}} unclaimed cash reward,आपके पास {{number}} बकाया नकद इनाम हैं,તમારી પાસે {{number}} કેશ રિવોર્ડ ક્લેમ કરવાના બાકી છે,तुमच्याकडे {{number}} दावा न केलेली रोख बक्षीसे आहेत,మీ వద్ద క్లెయిమ్ చేయని {{number}} నగదు బహుమతి ఉంది,
failedPayout,We couldn't credit your cash reward. Retry with a different UPI ID.,हम आपका नकद इनाम क्रेडिट नहीं कर पाए। किसी दूसरी UPI ID के साथ दोबारा प्रयास करें।,અમે તમારા કેશ રિવોર્ડને જમા કરી શક્યા નથી. અલગ UPI ID સાથે ફરીથી પ્રયત્ન કરો.,आम्ही तुमच्या रोख बक्षिसाची रक्कम जमा करू शकलेलो नाही. वेगळ्या UPI ID ने पुन्हा प्रयत्न करा.,మేము మీ నగదు బహుమతిని క్రెడిట్ చేయలేకపోయాము. వేరే UPI IDతో మళ్లీ ప్రయత్నించండి.,
addUpiId,Add your UPI ID now to get instant rewards,तुरंत इनाम पाने के लिए अभी अपनी UPI ID जोड़ें,ત્વરિત રિવોર્ડ મેળવવા માટે હવે તમારું UPI ID ઉમેરો,बक्षिसे त्वरित मिळवण्यासाठी तुमचा UPI आयडी जोडा,తక్షణ రివార్డ్‌లను పొందడానికి మీ UPI IDని ఇప్పుడే జోడించండి,
viewLuckyDrawResults,View Lucky Draw Results!,लकी ड्रा परिणाम देखें!,લકી ડ્રોનાં પરિણામો જુઓ!,लकी ड्रॉचे निकाल पहा!,లక్కీ డ్రా ఫలితాలను చూడండి!,
luckyDrawResults,Lucky Draw Results,लकी ड्रा परिणाम,લકી ડ્રોનાં પરિણામો,लकी ड्रॉचे निकाल,లక్కీ డ్రా ఫలితాలు,
spinNow,Spin Now,स्पिन करें,સ્પિન કરો,स्पिन करा,ఇప్పుడు స్పిన్ చేయండి,
nextSpin,Next spin in {{time}} hrs,{{time}} घंटे में अगला स्पिन,આગલું સ્પિન {{time}} કલાકમાં,पुढील स्पिन {{time}} तासांमध्ये होईल,తదుపరి స్పిన్ {{time}} గంటలకి,
luckyDrawResulsTime,Lucky draw results of {{game}} will be published in {{time}} hrs,{{game}} के लकी ड्रॉ के नतीजे अगले {{time}} घंटों में प्रकाशित किए जाएँगे,{{game}}ના લકી ડ્રો પરિણામો {{time}} કલાકોમાં પ્રકાશિત થશે,{{game}} च्या लकी ड्रॉचा निकाल {{time}} तासांत प्रकाशित केला जाईल,{{game}}} యొక్క లక్కీ డ్రా ఫలితాలు {{time}} గంటలకి ప్రచురించబడతాయి,
expired,Expired,समय समाप्त,સમય સમાપ્ત,कालबाह्य झालेला आहे,గడువు ముగిసింది,
expiresIn,Expires in {{number}} days,{{number}} दिनों में समय समाप्त होगा,{{number}} દિવસોમાં સમાપ્ત થાય છે,{{number}} दिवसांत कालबाह्य होईल,{{number}} రోజులలో గడువు ముగుస్తుంది,
congratsCashReward,Congrats!\n You won {{amount}},बधाई!\n आपने {{amount}} जीते हैं,અભિનંદન! તમે {{amount}} જીત્યા છો,अभिनंदन! तुम्ही {{amount}} रक्कम जिंकलेली आहे,అభినందనలు! మీరు {{amount}} గెలుచుకున్నారు,
claimReward,Claim within {{number}} days,{{number}} दिनों के अंदर क्लेम करें,{{number}} દિવસોની અંદર ક્લેમ કરો,{{number}} दिवसांत दावा करा,{{number}} రోజులలోపు క్లెయిమ్ చేసుకోండి,
creditingFailed,Crediting failed,क्रेडिट विफल हुआ,જમા કરવાની પ્રક્રિયા નિષ્ફળ,क्रेडिट अयशस्वी झालेले आहे,క్రెడిట్ చేయడం విఫలమైంది,
noCashReward,You have not won any cash rewards yet,आपने अभी तक कोई नकद इनाम नहीं जीता है,તમે હજી સુધી કોઈ કેશ રિવોર્ડ જીત્યા નથી,तुम्ही अद्याप कोणतेही रोख पुरस्कार जिंकलेले नाहीत,మీరు ఇంకా నగదు బహుమతులేవీ గెలవలేదు,
noCoupons,You have not won any coupons yet,आपने अभी तक कोई कूपन नहीं जीता है,તમે હજી સુધી કોઈ કૂપન્સ જીત્યા નથી,तुम्ही अद्याप कोणतेही कूपन जिंकलेले नाही,మీరు ఇంకా కూపన్‌లు ఏవీ గెలవలేదు,
showingResultsFor,Showing results for,चुने गए तिथि के परिणाम देखें,આના માટે પરિણામો બતાવી રહ્યા છીએ,साठी परिणाम दर्शवित आहे,కోసం ఫలితాలను చూపుతుంది,
blnt,Better luck next time,अगली बार किस्मत आपका साथ देगी,આગલી વખતે નસીબ સારું હશે,पुढच्या वेळेसाठी शुभेच्छा,మరోసారి మీ అదృష్టాన్ని పరీక్షించుకోండి,
expectFunds,Expect the reward to be credited within a week,एक हफ़्ते के अंदर इनाम क्रेडिट होने की अपेक्षा करें,એક અઠવાડિયાની અંદર ઇનામ જમા થવાની અપેક્ષા રાખો,एका आठवड्यात बक्षीस जमा होण्याची शक्यता आहे,ఒక వారంలోపు రివార్డ్ క్రెడిట్ చేయబడుతుందని ఆశించండి,
claimNow,Claim now,अभी क्लेम करें,હમણાં જ ક્લેમ કરો,दावा करा,ఇప్పుడే క్లెయిమ్ చేసుకోండి,
noResuls,Results not found for the specified date,दी गई तिथि के लिए परिणाम नहीं मिले है,સ્પષ્ટ થયેલ તારીખ માટે પરિણામો મળ્યા નથી,निर्दिष्ट तारखेसाठी परिणाम आढळलेले नाहीत,పేర్కొన్న తేదీకి ఫలితాలు కనుగొనబడలేదు,
selectDate,Select Date,तारीख़ चुनें,તારીખ પસંદ કરો,तारीख निवडा,తేదీని ఎంచుకోండి,
calenderConfirm,Confirm,कन्फर्म करें,કન્ફર્મ કરો,पुष्टी करा,నిర్ధారించండి,
acceptTnc,I accept the Terms and Conditions,मुझे नियम और शर्तें स्वीकार हैं,હું નિયમો અને શરતો સ્વીકારું છું,मला अटी आणि नियम मान्य आहेत,నేను నిబంధనలు మరియు షరతులను అంగీకరిస్తున్నాను,
tncContinue,Continue,जारी रखें,ચાલુ રાખો,सुरु ठेवा,కొనసాగించు,
rewardShare,"Hey, I just won a reward from SwiftChat App! Check it out now to win rewards daily\n","Hey, मैंने अभी-अभी SwiftChat app से इनाम जीता है! प्रतिदिन पुरस्कार जीतने के लिए इसे अभी देखें","નમસ્તે, મેં હમણાં જ SwiftChat એપમાંથી રિવોર્ડ જીત્યું! દરરોજ રિવોર્ડ્સ જીતવા માટે હવે તેને તપાસો\n","नमस्कार, SwiftChat अ‍ॅप वरून मी नुकतेच एक बक्षीस जिंकलेले आहे! दररोज बक्षिसे जिंकण्यासाठी पाहत रहा","Hey, నేను ఇప్పుడే SwiftChat యాప్ నుండి రివార్డ్‌ని గెలుచుకున్నాను! ప్రతిరోజూ రివార్డ్‌లను గెలుచుకోవడానికి రోజూ దీన్ని చూస్తూ ఉండండి",
cashRewardProcessing,The reward will be credited within a week.,इनाम एक सप्ताह के भीतर जमा कर दिया जाएगा।,રિવોર્ડ એક અઠવાડિયાની અંદર જમા થઈ જશે.,एका आठवड्यात बक्षिसाची रक्कम जमा केली जाईल.,ఒక వారంలోపు రివార్డ్ క్రెడిట్ చేయబడుతుంది.,
cashRewardProcessed,"Yayy, your cash reward has been credited!","Yayy, आपका नकद इनाम जमा कर दिया गया है!","હા, તમારો કેશ રિવોર્ડ જમા થઈ ગયો છે!","अरे वा, तुमचे रोख बक्षीस जमा झालेले आहे!","Yayy, మీ నగదు రివార్డ్ క్రెడిట్ చేయబడింది!",
cashCreditFailed,Crediting of cash reward failed due to an issue with your UPI ID. Please try again with a different UPI ID.,आपकी UPI ID में किसी समस्या के कारण नकद पुरस्कार जमा नहीं हो सका। कृपया किसी भिन्न UPI ​​ID के साथ पुनः प्रयास करें।,તમારા UPI ID સાથેની સમસ્યાને કારણે કેશ રિવોર્ડ જમા કરવાની પ્રક્રિયા નિષ્ફળ ગઈ છે. કૃપા કરીને અલગ UPI ID સાથે ફરી પ્રયાસ કરો.,तुमच्या UPI ID मध्ये आलेल्या काही समस्येमुळे रोख बक्षीस क्रेडिट करणे अयशस्वी झाले आहे. कृपया दुसरा UPI ​​ID वापरून पुन्हा प्रयत्न करा.,మీ UPI IDలో సమస్య కారణంగా నగదు రివార్డ్ క్రెడిట్ చేయడం విఫలమైంది. దయచేసి వేరే UPI IDతో మళ్లీ ప్రయత్నించండి.,
featureHighlightStep5,Spin and win cash rewards and coupons every day!,स्पिन करें और हर दिन नकद इनाम और कूपन जीतें!,સ્પિન કરો અને દરરોજ કેશ રિવર્ડ્સ અને કૂપન્સ જીતો!,स्पिन करा आणि दररोज रोख बक्षिसे आणि कूपन जिंका!,ప్రతిరోజూ నగదు బహుమతులు మరియు కూపన్‌లను గెలవడానికి స్పిన్ చేయండి!,
failedPayoutWithVpa,We couldn't credit your cash reward to **{{vpa}}**. Retry with a different UPI ID.,हम आपका नकद इनाम **{{vpa}}** में क्रेडिट नहीं कर सके। कृपया किसी दूसरी ID से प्रयास करें।,અમે તમારું કેશ રિવોર્ડ *{{vpa}}* પર જમા કરી શક્યા નથી. અલગ UPI ID સાથે ફરીથી પ્રયત્ન કરો.,आम्ही तुमचे रोख रकमेचे बक्षीस **{{vpa}}**मध्ये जमा करू शकत नाही. कृपया दुसऱ्या UPI ID ने प्रयत्न करा.,మేము మీ నగదు బహుమతిని **{{vpa}}**కి క్రెడిట్ చేయలేకపోయాము. వేరే UPI IDతో మళ్లీ ప్రయత్నించండి.,
selectUpi,Select an account \nto receive cash reward,नकद इनाम प्राप्त करने के लिए एक खाते को चुनिए,કેશ રિવોર્ડ મેળવવા માટે \n એકાઉન્ટ પસંદ કરો,रोख रक्कम जमा करण्यासाठी एका खात्याची निवड करा,నగదు బహుమతిని స్వీకరించడానికి \nఒక ఖాతాను ఎంచుకోండి,
upi,UPI,UPI,UPI,UPI,UPI,
addVpaToRecieveRewards,Add UPI ID to receive your cash reward,अपना नकद इनाम प्राप्त करने के लिए UPI ID जोड़ें,તમારું કેશ રિવોર્ડ મેળવવા માટે UPI ID ઉમેરો,तुमचे रोख रकमेचे बक्षीस जमा करण्यासाठी UPI ID जोडा,మీ నగదు బహుమతిని తీసుకోవడానికి UPI IDని జోడించండి,
myAccounts,My Accounts,मेरा खाता,મારુ એકાઉન્ટ,माझे खाते,నా ఖాతాలు,
noSavedUpi,Looks like you don't have any saved UPI IDs.,ऐसा लगता है कि आपके पास कोई भी सेव की गई UPI आईडी नहीं है,એવું લાગે છે કે તમારી પાસે કોઈ સેવ કરેલી UPI ID નથી,तुमच्याकडे कोणतेही सेव्ह केलेले UPI ID नाहीत असे दिसते,మీ వద్ద సేవ్ చేయబడిన UPI IDలు ఏవీ లేవు,
setPrimaryVpa,Set as cash reward account,नकद इनाम खाते के रूप में सेट करें,કેશ રિવોર્ડ એકાઉન્ટ તરીકે સેટ કરો,रोख बक्षिसे जमा करण्याच्या खात्याच्या रूपात सेट करा,దీనిని నగదు బహుమతి ఖాతాగా సెట్ చేయండి,
deleteUpi,Delete this UPI id,इस UPI id को डिलीट करें,આ UPI id કાઢી નાંખો,हा UPI id काढून टाका,ఈ UPI idని తొలగించండి,
spinTheWheelRewardDescWithDate,Reward won from Spin the Wheel\n on {{date}},स्पिन द व्हील से जीता गया इनाम\n {{date}} को,{{date}} ના રોજ સ્પિન ધ વ્હીલ દ્વારા\n જીતેલ રિવોર્ડ,{{date}} ला स्पिन द व्हील\n मधून जिंकलेले बक्षीस,{{date}}న స్పిన్ ది వీల్\n నుండి రివార్డ్ గెలుచుకున్నారు,
checkLuckyDrawResults,Check the Rewards page at 6 AM tomorrow to see the results of this lucky draw.,"इस लकी ड्रा के नतीजे देखने के लिए कल सुबह 6 बजे रिवॉर्ड पेज देखें।",આ લકી ડ્રોનાં પરિણામો જોવા માટે આવતીકાલે સવારે 6 વાગ્યે રિવોર્ડ પેજ તપાસો.,या लकी ड्रॉचे निकाल पाहण्यासाठी उद्या सकाळी 6 वाजता रिवॉर्ड पेज तपासा.,ఈ లక్కీ డ్రా ఫలితాలను చూడటానికి రేపు ఉదయం 6 గంటలకు రివార్డ్‌ల పేజీని చెక్ చేయండి.,
rainingRewards,It's raining rewards \nevery day!,हर दिन इनामों की बारिश हो रही है!,દરરોજ રિવોર્ડ્સનો વરસાદ \nથઈ રહ્યો છે!,दररोज बक्षिसांचा \nपाऊस पडतो आहे!,ప్రతిరోజు \n రివార్డుల వర్షం కురుస్తుంది!,
rainingRewardsOn,It's raining rewards on,"इनामों की बारिश हो रही है
",રિવોર્ડ્સનો વરસાદ થઈ રહ્યો છે,वर बक्षिसांचा पाऊस पडतो आहे,రివార్డుల వర్షం కురుస్తుంది,
limitSaveUpiText,Oops! You cannot add more than 5 UPI IDs!,ओह! आप 5 से अधिक UPI ID नहीं जोड़ सकते!,ઓહ! તમે 5 થી વધુ UPI ID ઉમેરી શકતા નથી!,ओह! तुम्ही 5 पेक्षा जास्त UPI ID जोडू शकत नाही!,అయ్యో! మీరు 5 కంటే ఎక్కువ UPI IDలను జోడించలేరు!,
upiAddedSuccessfully,UPI ID saved successfully,UPI ID सफलतापूर्वक सेव कर ली गई है।,UPI ID સફળતાપૂર્વક સેવ થયું છે,UPI ID यशस्वीरीत्या जतन केलेला आहे,UPI ID విజయవంతంగా సేవ్ చేయబడింది,
upiAlreadyPresent,"Sorry, the entered UPI ID is already saved! Try another one.","माफ करें, दर्ज की गई UPI ID पहले से ही सेव की हुई है! एक बार फिर कोशिश करें।","માફ કરશો, દાખલ થયેલ UPI ID પહેલાથી જ સેવ થઈ ગયું છે! બીજું કોઈ દાખલ કરો.","माफ करा, प्रविष्ट केलेला UPI ID जतन केलेला आहे! कृपया दुसऱ्या UPI ID ने प्रयत्न करा.","క్షమించండి, మీరు నమోదు చేసిన UPI ID ఇప్పటికే సేవ్ చేయబడింది! మరొకటి ప్రయత్నించండి.",
cashRewardSentText,Cash rewards will be sent to this account,नकद इनाम को इस खाते में भेजा जाएगा,આ એકાઉન્ટમાં કેશ રિવોર્ડ્સ મોકલવામાં આવશે,या खात्यावर रोख बक्षिसे पाठवली जातील,ఈ ఖాతాకు నగదు బహుమతులు పంపబడతాయి,
tryAgainTomorrow,Try again at 12AM tomorrow,आज रात 12 बजे दोबारा कोशिश करें,આવતીકાલે સવારે 12 વાગ્યે ફરી પ્રયાસ કરો,उद्या सकाळी 12 वाजता पुन्हा प्रयत्न करा,రేపు ఉదయం 12 గంటలకు మళ్లీ ప్రయత్నించండి,
standChanceToWin,Stand a chance to win {{amount}},{{amount}} जीतने का मौका पाएं,{{amount}} જીતવાની તક છે,{{amount}} जिंकण्याची संधी मिळवा,{{amount}} ని గెలుచుకునే అవకాశాన్ని పొందండి,
competitionZone,Competition Zone,Competition Zone,Competition Zone,Competition Zone,Competition Zone,
competitionTermsAndConditions,"By clicking on upload, I explicitly agree to (a) the competition zone [Terms and Conditions](https://web.convegenius.ai) and (b) Authorise SwiftChat to contact me via my mobile number/ email ID associated with my SwiftChat User account for the sole purpose of sharing details related to the said competition.","अपलोड पर क्लिक करके, मैं स्पष्ट रूप से (a) प्रतियोगिता क्षेत्र के [नियमों और शर्तें](https://web.convegenius.ai) से सहमत हूँ और (b) उक्त प्रतियोगिता से संबंधित विवरण साझा करने के एकमात्र उद्देश्य के लिए मेरे SwiftChat उपयोगकर्ता खाते से जुड़े मेरे मोबाइल नंबर / ईमेल ID के माध्यम से मुझसे संपर्क करने के लिए SwiftChat को अधिकृत करता हूँ।","અપલોડ પર ક્લિક કરીને, હું આ સાથે સ્પષ્ટપણે સંમત છું (a) સ્પર્ધાના ક્ષેત્રના [નિયમો અને શરતો](https://web.convegenius.ai) અને (b) આ સ્પર્ધા સાથે સંબંધિત વિગતો શેર કરવાના એકમાત્ર હેતુ માટે, મારા SwiftChat વપરાશકર્તા એકાઉન્ટ સાથે સંકળાયેલા મારા મોબાઇલ નંબર/ઇમેઇલ આઇડી મારફતે મારો સંપર્ક કરવા માટે SwiftChat ને અધિકૃત કરું છું.",अपलोडवर क्लिक करून मी स्पष्टपणे (अ) स्पर्धा क्षेत्राच्या [अटी आणि शर्थी](https://web.convegenius.ai) (ब) नमूद केलेल्या स्पर्धेच्या संदर्भातील तपशील शेअर करण्याच्या एकमेव उद्देशाने Swiftchat वापरकर्ता खात्याशी संबंधित मोबाइल नंबर/ईमेल आयडीद्वारे माझ्याशी संपर्क साधण्यासाठी Swiftchatला अधिकृत स्वीकृती देत आहे,"అప్‌లోడ్ పై క్లిక్ చేయడం ద్వారా, (a) పోటీ జోన్ [నిబంధనలు మరియు షరతులకు](https://web.convegenius.ai) నేను స్పష్టంగా అంగీకరిస్తున్నాను మరియు (b) పేర్కొన్న పోటీకి సంబంధించిన వివరాలను పంచుకునే ఏకైక ఉద్దేశ్యం కొరకు నా Swiftchat యూజర్ ఖాతాతో నమోదు చేయబడ్డ నా మొబైల్ నెంబరు/ఇమెయిల్ ID ద్వారా నన్ను సంప్రదించడానికి Swiftchat కు అధికారం ఇస్తున్నాను.",
uploadButtonText,Upload,अपलोड,અપલોડ કરો,अपलोड,అప్‌లోడ్,
viewAllEntries,View All Entries,सभी एंट्री को देखें,બધી એન્ટ્રીઓ જુઓ,सर्व प्रवेशिका पहा,అన్ని ఎంట్రీలను చూడండి,
sentEntry,Sent Entry on,पर एंट्री भेजी गई है,એન્ટ્રી મોકલ્યાની તારીખ,यावर प्रवेशिका पाठवा,ఎంట్రీని పంపారు,
myEntry,My Entry,मेरी एंट्री,મારી એન્ટ્રી,माझी प्रवेशिका,నా ఎంట్రీ,
winners,Winners,"विजेताओं",વિજેતાઓ,विजेते,విజేతలు,
viewCertificate,View Certificate,प्रमाणपत्र देखें,પ્રમાણપત્ર જુઓ,प्रशस्तिपत्रक पहा,సర్టిఫికేట్ చూడండి,
lastDatePrefix,Last Date- {{lastDate}},अंतिम तिथी- {{lastDate}},છેલ્લી તારીખ- {{lastDate}},अंतिम तारीख- {{lastDate}},చివరి తేదీ- {{lastDate}},
entriesReceived,Entries received from,से एंट्री प्राप्त हुईं,આમાંથી પ્રાપ્ત થયેલ એન્ટ્રી,याकडून प्रवेशिका मिळालेल्या आहेत,ఎంట్రీలు ఇక్కడి నుండి వచ్చాయి,
